// global attributes:
  :institution = "WHOI"
  :references = "doi: xxxx"
// etag device attributes:
  :manufacturer = "wc"
  :model = "miniPAT"
  :owner_contact = "camrin.braun@gmail.com"
  :person_owner = "C. Braun"
  :ptt = "141255"
// etag attachment attributes:
  :attachment_method = "caught rod and reel"
// etag deployment attributes:
  :geospatial_lat_start = "41.40433333"
  :geospatial_lon_start = "69.29866667"
  :time_coverage_start = "2016-08-27 00:00:00"
// etag end of mission attributes:
  :time_coverage_end = "2017-02-23 00:00:00"
  :geospatial_lat_end = "35.231"
  :geospatial_lon_end = "-73.867"
// etag animal attributes:
  :length_capture = "277"
  :length_method_capture = "measured"
  :length_type_capture = "TL"
  :length_unit_capture = "cm"
  :platform = "BSH"
  :lifestage_capture = "adult"
  :sex = "M"
  :tissue_sample_capture = "1"
// data:
// DateTime,VariableID,VariableValue,VariableName,VariableUnits
2016-08-28 01:27:30,1008,1.75,depthStDev,meter
2016-08-28 01:30:00,1006,12.5,depthMean,meter
2016-08-28 01:30:00,1008,1.75,depthStDev,meter
2016-08-28 01:32:30,1006,12.5,depthMean,meter
2016-08-28 01:32:30,1008,1.75,depthStDev,meter
2016-08-28 01:35:00,1006,7,depthMean,meter
2016-08-28 01:35:00,1008,1.25,depthStDev,meter
2016-08-28 01:37:30,1006,5.5,depthMean,meter
2016-08-28 01:37:30,1008,1,depthStDev,meter
2016-08-28 01:40:00,1006,0.5,depthMean,meter
2016-08-28 01:40:00,1008,0.5,depthStDev,meter
2016-08-28 01:42:30,1006,5.5,depthMean,meter
2016-08-28 01:42:30,1008,1,depthStDev,meter
2016-08-28 01:45:00,1006,0.5,depthMean,meter
2016-08-28 01:45:00,1008,0.5,depthStDev,meter
2016-08-28 01:47:30,1006,5.5,depthMean,meter
2016-08-28 01:47:30,1008,1,depthStDev,meter
2016-08-28 01:50:00,1006,4.5,depthMean,meter
2016-08-28 01:50:00,1008,0.5,depthStDev,meter
2016-08-28 01:52:30,1006,2.5,depthMean,meter
2016-08-28 01:52:30,1008,0.75,depthStDev,meter
2016-08-28 01:55:00,1006,7,depthMean,meter
2016-08-28 01:55:00,1008,1.25,depthStDev,meter
2016-08-28 01:57:30,1006,5.5,depthMean,meter
2016-08-28 01:57:30,1008,1,depthStDev,meter
2016-08-28 02:00:00,1006,6.5,depthMean,meter
2016-08-28 02:00:00,1008,1,depthStDev,meter
2016-08-28 02:02:30,1006,5,depthMean,meter
2016-08-28 02:02:30,1008,1,depthStDev,meter
2016-08-28 02:05:00,1006,5,depthMean,meter
2016-08-28 02:05:00,1008,1,depthStDev,meter
2016-08-28 02:07:30,1006,0.5,depthMean,meter
2016-08-28 02:07:30,1008,0.5,depthStDev,meter
2016-08-28 02:10:00,1006,4,depthMean,meter
2016-08-28 02:10:00,1008,0.5,depthStDev,meter
2016-08-28 02:12:30,1006,6.5,depthMean,meter
2016-08-28 02:12:30,1008,1,depthStDev,meter
2016-08-28 02:15:00,1006,14,depthMean,meter
2016-08-28 02:15:00,1008,1.5,depthStDev,meter
2016-08-28 02:17:30,1006,5,depthMean,meter
2016-08-28 02:17:30,1008,1,depthStDev,meter
2016-08-28 02:20:00,1006,5,depthMean,meter
2016-08-28 02:20:00,1008,1,depthStDev,meter
2016-08-28 02:22:30,1006,5,depthMean,meter
2016-08-28 02:22:30,1008,1,depthStDev,meter
2016-08-28 02:25:00,1006,11,depthMean,meter
2016-08-28 02:25:00,1008,1.75,depthStDev,meter
2016-08-28 02:27:30,1006,5,depthMean,meter
2016-08-28 02:27:30,1008,1,depthStDev,meter
2016-08-28 02:30:00,1006,6.5,depthMean,meter
2016-08-28 02:30:00,1008,1,depthStDev,meter
2016-08-28 02:32:30,1006,7.5,depthMean,meter
2016-08-28 02:32:30,1008,0.75,depthStDev,meter
2016-08-28 02:35:00,1006,9,depthMean,meter
2016-08-28 02:35:00,1008,1,depthStDev,meter
2016-08-28 02:37:30,1006,6.5,depthMean,meter
2016-08-28 02:37:30,1008,1,depthStDev,meter
2016-08-28 02:40:00,1006,9,depthMean,meter
2016-08-28 02:40:00,1008,1,depthStDev,meter
2016-08-28 02:42:30,1006,6.5,depthMean,meter
2016-08-28 02:42:30,1008,1,depthStDev,meter
2016-08-28 02:45:00,1006,11,depthMean,meter
2016-08-28 02:45:00,1008,1.75,depthStDev,meter
2016-08-28 02:47:30,1006,6.5,depthMean,meter
2016-08-28 02:47:30,1008,1,depthStDev,meter
2016-08-28 02:50:00,1006,6.5,depthMean,meter
2016-08-28 02:50:00,1008,1,depthStDev,meter
2016-08-28 02:52:30,1006,6.5,depthMean,meter
2016-08-28 02:52:30,1008,1,depthStDev,meter
2016-08-28 02:55:00,1006,11,depthMean,meter
2016-08-28 02:55:00,1008,1.75,depthStDev,meter
2016-08-28 02:57:30,1006,7.5,depthMean,meter
2016-08-28 02:57:30,1008,0.75,depthStDev,meter
2016-08-28 03:00:00,1006,3,depthMean,meter
2016-08-28 03:00:00,1008,0.75,depthStDev,meter
2016-08-28 03:02:30,1006,4,depthMean,meter
2016-08-28 03:02:30,1008,0.5,depthStDev,meter
2016-08-28 03:05:00,1006,6.5,depthMean,meter
2016-08-28 03:05:00,1008,1,depthStDev,meter
2016-08-28 03:07:30,1006,6.5,depthMean,meter
2016-08-28 03:07:30,1008,1,depthStDev,meter
2016-08-28 03:10:00,1006,3,depthMean,meter
2016-08-28 03:10:00,1008,0.75,depthStDev,meter
2016-08-28 03:12:30,1006,6.5,depthMean,meter
2016-08-28 03:12:30,1008,1,depthStDev,meter
2016-08-28 03:15:00,1006,2.5,depthMean,meter
2016-08-28 03:15:00,1008,0.5,depthStDev,meter
2016-08-28 03:17:30,1006,6.5,depthMean,meter
2016-08-28 03:17:30,1008,1,depthStDev,meter
2016-08-28 03:20:00,1006,1.5,depthMean,meter
2016-08-28 03:20:00,1008,0.75,depthStDev,meter
2016-08-28 03:22:30,1006,5,depthMean,meter
2016-08-28 03:22:30,1008,1,depthStDev,meter
2016-08-28 03:25:00,1006,1.5,depthMean,meter
2016-08-28 03:25:00,1008,0.75,depthStDev,meter
2016-08-28 03:27:30,1006,5,depthMean,meter
2016-08-28 03:27:30,1008,1,depthStDev,meter
2016-08-28 03:30:00,1006,6.5,depthMean,meter
2016-08-28 03:30:00,1008,1,depthStDev,meter
2016-08-28 03:32:30,1006,3,depthMean,meter
2016-08-28 03:32:30,1008,0.75,depthStDev,meter
2016-08-28 03:35:00,1006,4,depthMean,meter
2016-08-28 03:35:00,1008,0.5,depthStDev,meter
2016-08-28 03:37:30,1006,7.5,depthMean,meter
2016-08-28 03:37:30,1008,0.75,depthStDev,meter
2016-08-28 03:40:00,1006,7.5,depthMean,meter
2016-08-28 03:40:00,1008,0.75,depthStDev,meter
2016-08-28 03:42:30,1006,7.5,depthMean,meter
2016-08-28 03:42:30,1008,0.75,depthStDev,meter
2016-08-28 03:45:00,1006,9,depthMean,meter
2016-08-28 03:45:00,1008,1,depthStDev,meter
2016-08-28 03:47:30,1006,5,depthMean,meter
2016-08-28 03:47:30,1008,1,depthStDev,meter
2016-08-28 03:50:00,1006,11,depthMean,meter
2016-08-28 03:50:00,1008,1.75,depthStDev,meter
2016-08-28 03:52:30,1006,6.5,depthMean,meter
2016-08-28 03:52:30,1008,1,depthStDev,meter
2016-08-28 03:55:00,1006,5,depthMean,meter
2016-08-28 03:55:00,1008,1,depthStDev,meter
2016-08-28 03:57:30,1006,5,depthMean,meter
2016-08-28 03:57:30,1008,1,depthStDev,meter
2016-08-28 04:00:00,1006,1,depthMean,meter
2016-08-28 04:00:00,1008,0.5,depthStDev,meter
2016-08-28 04:02:30,1006,0.5,depthMean,meter
2016-08-28 04:02:30,1008,0.5,depthStDev,meter
2016-08-28 04:05:00,1006,5.5,depthMean,meter
2016-08-28 04:05:00,1008,1,depthStDev,meter
2016-08-28 04:07:30,1006,5.5,depthMean,meter
2016-08-28 04:07:30,1008,1,depthStDev,meter
2016-08-28 04:10:00,1006,5.5,depthMean,meter
2016-08-28 04:10:00,1008,1,depthStDev,meter
2016-08-28 04:12:30,1006,9.5,depthMean,meter
2016-08-28 04:12:30,1008,1.5,depthStDev,meter
2016-08-28 04:15:00,1006,0.5,depthMean,meter
2016-08-28 04:15:00,1008,0.5,depthStDev,meter
2016-08-28 04:17:30,1006,1.5,depthMean,meter
2016-08-28 04:17:30,1008,0.5,depthStDev,meter
2016-08-28 04:20:00,1006,3.5,depthMean,meter
2016-08-28 04:20:00,1008,0.5,depthStDev,meter
2016-08-28 04:22:30,1006,5.5,depthMean,meter
2016-08-28 04:22:30,1008,1,depthStDev,meter
2016-08-28 04:25:00,1006,5.5,depthMean,meter
2016-08-28 04:25:00,1008,1,depthStDev,meter
2016-08-28 04:27:30,1006,4,depthMean,meter
2016-08-28 04:27:30,1008,0.75,depthStDev,meter
2016-08-28 04:30:00,1006,1.5,depthMean,meter
2016-08-28 04:30:00,1008,0.5,depthStDev,meter
2016-08-28 04:32:30,1006,1,depthMean,meter
2016-08-28 04:32:30,1008,0.5,depthStDev,meter
2016-08-28 04:35:00,1006,5.5,depthMean,meter
2016-08-28 04:35:00,1008,1,depthStDev,meter
2016-08-28 04:37:30,1006,5.5,depthMean,meter
2016-08-28 04:37:30,1008,1,depthStDev,meter
2016-08-28 04:40:00,1006,4,depthMean,meter
2016-08-28 04:40:00,1008,0.75,depthStDev,meter
2016-08-28 04:42:30,1006,1.5,depthMean,meter
2016-08-28 04:42:30,1008,0.5,depthStDev,meter
2016-08-28 04:45:00,1006,6.5,depthMean,meter
2016-08-28 04:45:00,1008,0.75,depthStDev,meter
2016-08-28 04:47:30,1006,12,depthMean,meter
2016-08-28 04:47:30,1008,1.5,depthStDev,meter
2016-08-28 04:50:00,1006,5.5,depthMean,meter
2016-08-28 04:50:00,1008,1,depthStDev,meter
2016-08-28 04:52:30,1006,1.5,depthMean,meter
2016-08-28 04:52:30,1008,0.5,depthStDev,meter
2016-08-28 04:55:00,1006,4,depthMean,meter
2016-08-28 04:55:00,1008,0.75,depthStDev,meter
2016-08-28 04:57:30,1006,5.5,depthMean,meter
2016-08-28 04:57:30,1008,1,depthStDev,meter
2016-08-28 05:00:00,1006,6.5,depthMean,meter
2016-08-28 05:00:00,1008,0.75,depthStDev,meter
2016-08-28 05:02:30,1006,5.5,depthMean,meter
2016-08-28 05:02:30,1008,1,depthStDev,meter
2016-08-28 05:05:00,1006,1.5,depthMean,meter
2016-08-28 05:05:00,1008,0.5,depthStDev,meter
2016-08-28 05:07:30,1006,5.5,depthMean,meter
2016-08-28 05:07:30,1008,1,depthStDev,meter
2016-08-28 05:10:00,1006,6.5,depthMean,meter
2016-08-28 05:10:00,1008,0.75,depthStDev,meter
2016-08-28 05:12:30,1006,6.5,depthMean,meter
2016-08-28 05:12:30,1008,0.75,depthStDev,meter
2016-08-28 05:15:00,1006,4,depthMean,meter
2016-08-28 05:15:00,1008,0.75,depthStDev,meter
2016-08-28 05:17:30,1006,1.5,depthMean,meter
2016-08-28 05:17:30,1008,0.5,depthStDev,meter
2016-08-28 05:20:00,1006,6.5,depthMean,meter
2016-08-28 05:20:00,1008,0.75,depthStDev,meter
2016-08-28 05:22:30,1006,9.5,depthMean,meter
2016-08-28 05:22:30,1008,1.5,depthStDev,meter
2016-08-28 05:25:00,1006,12,depthMean,meter
2016-08-28 05:25:00,1008,1.5,depthStDev,meter
2016-08-28 05:27:30,1006,4,depthMean,meter
2016-08-28 05:27:30,1008,0.75,depthStDev,meter
2016-08-28 05:30:00,1006,2.5,depthMean,meter
2016-08-28 05:30:00,1008,0.75,depthStDev,meter
2016-08-28 05:32:30,1006,3.5,depthMean,meter
2016-08-28 05:32:30,1008,0.5,depthStDev,meter
2016-08-28 05:35:00,1006,7.5,depthMean,meter
2016-08-28 05:35:00,1008,0.75,depthStDev,meter
2016-08-28 05:37:30,1006,12,depthMean,meter
2016-08-28 05:37:30,1008,1.5,depthStDev,meter
2016-08-28 05:40:00,1006,9.5,depthMean,meter
2016-08-28 05:40:00,1008,1.5,depthStDev,meter
2016-08-28 05:42:30,1006,9.5,depthMean,meter
2016-08-28 05:42:30,1008,1.5,depthStDev,meter
2016-08-28 05:45:00,1006,5.5,depthMean,meter
2016-08-28 05:45:00,1008,1,depthStDev,meter
2016-08-28 05:47:30,1006,6.5,depthMean,meter
2016-08-28 05:47:30,1008,0.75,depthStDev,meter
2016-08-28 05:50:00,1006,6.5,depthMean,meter
2016-08-28 05:50:00,1008,0.75,depthStDev,meter
2016-08-28 05:52:30,1006,6.5,depthMean,meter
2016-08-28 05:52:30,1008,0.75,depthStDev,meter
2016-08-28 05:55:00,1006,4,depthMean,meter
2016-08-28 05:55:00,1008,0.75,depthStDev,meter
2016-08-28 05:57:30,1006,2,depthMean,meter
2016-08-28 05:57:30,1008,0.5,depthStDev,meter
2016-08-28 06:00:00,1006,9,depthMean,meter
2016-08-28 06:00:00,1008,0.5,depthStDev,meter
2016-08-28 06:02:30,1006,9,depthMean,meter
2016-08-28 06:02:30,1008,0.5,depthStDev,meter
2016-08-28 06:05:00,1006,3.5,depthMean,meter
2016-08-28 06:05:00,1008,0.75,depthStDev,meter
2016-08-28 06:07:30,1006,3.5,depthMean,meter
2016-08-28 06:07:30,1008,0.75,depthStDev,meter
2016-08-28 06:10:00,1006,2,depthMean,meter
2016-08-28 06:10:00,1008,0.75,depthStDev,meter
2016-08-28 06:12:30,1006,6.5,depthMean,meter
2016-08-28 06:12:30,1008,0.75,depthStDev,meter
2016-08-28 06:15:00,1006,8,depthMean,meter
2016-08-28 06:15:00,1008,0.75,depthStDev,meter
2016-08-28 06:17:30,1006,3.5,depthMean,meter
2016-08-28 06:17:30,1008,0.75,depthStDev,meter
2016-08-28 06:20:00,1006,3,depthMean,meter
2016-08-28 06:20:00,1008,0.5,depthStDev,meter
2016-08-28 06:22:30,1006,3.5,depthMean,meter
2016-08-28 06:22:30,1008,0.75,depthStDev,meter
2016-08-28 06:25:00,1006,3.5,depthMean,meter
2016-08-28 06:25:00,1008,0.75,depthStDev,meter
2016-08-28 06:27:30,1006,6.5,depthMean,meter
2016-08-28 06:27:30,1008,0.75,depthStDev,meter
2016-08-28 06:30:00,1006,6.5,depthMean,meter
2016-08-28 06:30:00,1008,0.75,depthStDev,meter
2016-08-28 06:32:30,1006,5,depthMean,meter
2016-08-28 06:32:30,1008,0.75,depthStDev,meter
2016-08-28 06:35:00,1006,4.5,depthMean,meter
2016-08-28 06:35:00,1008,0.5,depthStDev,meter
2016-08-28 06:37:30,1006,3,depthMean,meter
2016-08-28 06:37:30,1008,0.5,depthStDev,meter
2016-08-28 06:40:00,1006,5,depthMean,meter
2016-08-28 06:40:00,1008,0.75,depthStDev,meter
2016-08-28 06:42:30,1006,5,depthMean,meter
2016-08-28 06:42:30,1008,0.75,depthStDev,meter
2016-08-28 06:45:00,1006,4.5,depthMean,meter
2016-08-28 06:45:00,1008,0.5,depthStDev,meter
2016-08-28 06:47:30,1006,3.5,depthMean,meter
2016-08-28 06:47:30,1008,0.75,depthStDev,meter
2016-08-28 06:50:00,1006,1.5,depthMean,meter
2016-08-28 06:50:00,1008,0.5,depthStDev,meter
2016-08-28 06:52:30,1006,2,depthMean,meter
2016-08-28 06:52:30,1008,0.75,depthStDev,meter
2016-08-28 06:55:00,1006,3,depthMean,meter
2016-08-28 06:55:00,1008,0.5,depthStDev,meter
2016-08-28 06:57:30,1006,2,depthMean,meter
2016-08-28 06:57:30,1008,0.75,depthStDev,meter
2016-08-28 07:00:00,1006,0.5,depthMean,meter
2016-08-28 07:00:00,1008,0.75,depthStDev,meter
2016-08-28 07:02:30,1006,0.5,depthMean,meter
2016-08-28 07:02:30,1008,0.75,depthStDev,meter
2016-08-28 07:05:00,1006,3.5,depthMean,meter
2016-08-28 07:05:00,1008,0.75,depthStDev,meter
2016-08-28 07:07:30,1006,0.5,depthMean,meter
2016-08-28 07:07:30,1008,0.75,depthStDev,meter
2016-08-28 07:10:00,1006,3,depthMean,meter
2016-08-28 07:10:00,1008,0.5,depthStDev,meter
2016-08-28 07:12:30,1006,4.5,depthMean,meter
2016-08-28 07:12:30,1008,0.5,depthStDev,meter
2016-08-28 07:15:00,1006,3,depthMean,meter
2016-08-28 07:15:00,1008,0.5,depthStDev,meter
2016-08-28 07:17:30,1006,3.5,depthMean,meter
2016-08-28 07:17:30,1008,0.75,depthStDev,meter
2016-08-28 07:20:00,1006,5,depthMean,meter
2016-08-28 07:20:00,1008,0.75,depthStDev,meter
2016-08-28 07:22:30,1006,0.5,depthMean,meter
2016-08-28 07:22:30,1008,0.75,depthStDev,meter
2016-08-28 07:25:00,1006,3,depthMean,meter
2016-08-28 07:25:00,1008,0.5,depthStDev,meter
2016-08-28 07:27:30,1006,3.5,depthMean,meter
2016-08-28 07:27:30,1008,0.75,depthStDev,meter
2016-08-28 07:30:00,1006,0.5,depthMean,meter
2016-08-28 07:30:00,1008,0.75,depthStDev,meter
2016-08-28 07:32:30,1006,3.5,depthMean,meter
2016-08-28 07:32:30,1008,0.75,depthStDev,meter
2016-08-28 07:35:00,1006,3,depthMean,meter
2016-08-28 07:35:00,1008,0.5,depthStDev,meter
2016-08-28 07:37:30,1006,5,depthMean,meter
2016-08-28 07:37:30,1008,0.75,depthStDev,meter
2016-08-28 07:40:00,1006,3.5,depthMean,meter
2016-08-28 07:40:00,1008,0.75,depthStDev,meter
2016-08-28 07:42:30,1006,5,depthMean,meter
2016-08-28 07:42:30,1008,0.75,depthStDev,meter
2016-08-28 07:45:00,1006,4.5,depthMean,meter
2016-08-28 07:45:00,1008,0.5,depthStDev,meter
2016-08-28 07:47:30,1006,3,depthMean,meter
2016-08-28 07:47:30,1008,0.5,depthStDev,meter
2016-08-28 07:50:00,1006,0.5,depthMean,meter
2016-08-28 07:50:00,1008,0.75,depthStDev,meter
2016-08-28 07:52:30,1006,0.5,depthMean,meter
2016-08-28 07:52:30,1008,0.75,depthStDev,meter
2016-08-28 07:55:00,1006,3.5,depthMean,meter
2016-08-28 07:55:00,1008,0.75,depthStDev,meter
2016-08-28 07:57:30,1006,4.5,depthMean,meter
2016-08-28 07:57:30,1008,0.5,depthStDev,meter
2016-08-28 12:00:00,1006,4,depthMean,meter
2016-08-28 12:00:00,1008,1,depthStDev,meter
2016-08-28 12:02:30,1006,7,depthMean,meter
2016-08-28 12:02:30,1008,1,depthStDev,meter
2016-08-28 12:05:00,1006,0.5,depthMean,meter
2016-08-28 12:05:00,1008,0.5,depthStDev,meter
2016-08-28 12:07:30,1006,0.5,depthMean,meter
2016-08-28 12:07:30,1008,0.5,depthStDev,meter
2016-08-28 12:10:00,1006,2.5,depthMean,meter
2016-08-28 12:10:00,1008,0.75,depthStDev,meter
2016-08-28 12:12:30,1006,13.5,depthMean,meter
2016-08-28 12:12:30,1008,1.75,depthStDev,meter
2016-08-28 12:15:00,1006,10.5,depthMean,meter
2016-08-28 12:15:00,1008,1.75,depthStDev,meter
2016-08-28 12:17:30,1006,0.5,depthMean,meter
2016-08-28 12:17:30,1008,0.5,depthStDev,meter
2016-08-28 12:20:00,1006,0.5,depthMean,meter
2016-08-28 12:20:00,1008,0.5,depthStDev,meter
2016-08-28 12:22:30,1006,4,depthMean,meter
2016-08-28 12:22:30,1008,1,depthStDev,meter
2016-08-28 12:25:00,1006,0.5,depthMean,meter
2016-08-28 12:25:00,1008,0.5,depthStDev,meter
2016-08-28 12:27:30,1006,0.5,depthMean,meter
2016-08-28 12:27:30,1008,0.5,depthStDev,meter
2016-08-28 12:30:00,1006,1,depthMean,meter
2016-08-28 12:30:00,1008,0.75,depthStDev,meter
2016-08-28 12:32:30,1006,4,depthMean,meter
2016-08-28 12:32:30,1008,1,depthStDev,meter
2016-08-28 12:35:00,1006,4,depthMean,meter
2016-08-28 12:35:00,1008,1,depthStDev,meter
2016-08-28 12:37:30,1006,8.5,depthMean,meter
2016-08-28 12:37:30,1008,1,depthStDev,meter
2016-08-28 12:40:00,1006,0.5,depthMean,meter
2016-08-28 12:40:00,1008,0.5,depthStDev,meter
2016-08-28 12:42:30,1006,5.5,depthMean,meter
2016-08-28 12:42:30,1008,1,depthStDev,meter
2016-08-28 12:45:00,1006,1,depthMean,meter
2016-08-28 12:45:00,1008,0.75,depthStDev,meter
2016-08-28 12:47:30,1006,1,depthMean,meter
2016-08-28 12:47:30,1008,0.75,depthStDev,meter
2016-08-28 12:50:00,1006,5.5,depthMean,meter
2016-08-28 12:50:00,1008,1,depthStDev,meter
2016-08-28 12:52:30,1006,5.5,depthMean,meter
2016-08-28 12:52:30,1008,1,depthStDev,meter
2016-08-28 12:55:00,1006,4,depthMean,meter
2016-08-28 12:55:00,1008,1,depthStDev,meter
2016-08-28 12:57:30,1006,5.5,depthMean,meter
2016-08-28 12:57:30,1008,1,depthStDev,meter
2016-08-28 13:00:00,1006,4,depthMean,meter
2016-08-28 13:00:00,1008,1,depthStDev,meter
2016-08-28 13:02:30,1006,0.5,depthMean,meter
2016-08-28 13:02:30,1008,0.5,depthStDev,meter
2016-08-28 13:05:00,1006,5.5,depthMean,meter
2016-08-28 13:05:00,1008,1,depthStDev,meter
2016-08-28 13:07:30,1006,5.5,depthMean,meter
2016-08-28 13:07:30,1008,1,depthStDev,meter
2016-08-28 13:10:00,1006,7,depthMean,meter
2016-08-28 13:10:00,1008,1,depthStDev,meter
2016-08-28 13:12:30,1006,5.5,depthMean,meter
2016-08-28 13:12:30,1008,1,depthStDev,meter
2016-08-28 13:15:00,1006,7,depthMean,meter
2016-08-28 13:15:00,1008,1,depthStDev,meter
2016-08-28 13:17:30,1006,8.5,depthMean,meter
2016-08-28 13:17:30,1008,1,depthStDev,meter
2016-08-28 13:20:00,1006,7,depthMean,meter
2016-08-28 13:20:00,1008,1,depthStDev,meter
2016-08-28 13:22:30,1006,5.5,depthMean,meter
2016-08-28 13:22:30,1008,1,depthStDev,meter
2016-08-28 13:25:00,1006,2.5,depthMean,meter
2016-08-28 13:25:00,1008,0.75,depthStDev,meter
2016-08-28 13:27:30,1006,1,depthMean,meter
2016-08-28 13:27:30,1008,0.75,depthStDev,meter
2016-08-28 13:30:00,1006,0.5,depthMean,meter
2016-08-28 13:30:00,1008,0.5,depthStDev,meter
2016-08-28 13:32:30,1006,4,depthMean,meter
2016-08-28 13:32:30,1008,1,depthStDev,meter
2016-08-28 13:35:00,1006,4,depthMean,meter
2016-08-28 13:35:00,1008,1,depthStDev,meter
2016-08-28 13:37:30,1006,5.5,depthMean,meter
2016-08-28 13:37:30,1008,1,depthStDev,meter
2016-08-28 13:40:00,1006,7,depthMean,meter
2016-08-28 13:40:00,1008,1,depthStDev,meter
2016-08-28 13:42:30,1006,4,depthMean,meter
2016-08-28 13:42:30,1008,1,depthStDev,meter
2016-08-28 13:45:00,1006,5.5,depthMean,meter
2016-08-28 13:45:00,1008,1,depthStDev,meter
2016-08-28 13:47:30,1006,4,depthMean,meter
