// global attributes:
// etag device attributes:
  :instrument_name = "159922_2020_196385"
  :instrument_type = "popup"
  :manufacturer = "Wildlife"
  :model = "miniPAT"
  :owner_contact = "camrin.braun@gmail.com"
  :person_owner = "Camrin Braun"
  :serial_number = "19P0534"
  :ptt = "196385"
// etag attachment attributes:
  :attachment_method = "hand tag over gunnel"
  :anchor_type = "nylon umbrella Domeier dart"
  :mount_type = "dorsal musculature"
  :release_method = "corrosive burn wire"
  :tether_assembly = "300 lb mono"
  :tether_length_cm = "20cm"
  :tether_material = "300lb mono"
// etag deployment attributes:
  :geospatial_lat_start = "22.32966667"
  :geospatial_lon_start = "38.87583333"
  :time_coverage_start = "2020-01-10"
  :location_capture = "Red Sea"
  :method_capture = "rod and reel"
  :vessel_capture = "Blue Water"
  :temp_degC_capture = "26"
// etag end of mission attributes:
  :time_coverage_end = "2020-01-31"
  :end_details = "Argos"
  :end_type = "mortality"
  :geospatial_lat_end = "21.874"
  :geospatial_lon_end = "38.0528"
// etag animal attributes:
  :length_capture = "49"
  :length_method_capture = "estimated"
  :length_type_capture = "fork length"
  :length_unit_capture = "in"
  :platform = "Alopias pelagicus"
  :taxonomic_serial_number = "159922"
  :lifestage_capture = "sub-adult"
  :sex = "male"
  :tissue_sample_capture = "1"
// etag quality attributes:
  :found_problem = "no"
  :person_qc = "Camrin Braun"
// data:
// DateTime,VariableID,VariableValue,VariableName,VariableUnits
2020-01-11 11:07:30,6,22.6,temperature,Celsius
2020-01-11 11:07:30,1011,2.75,depthDelta,meter
2020-01-11 11:07:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:08:45,5,151,depth,meter
2020-01-11 11:08:45,6,22.6,temperature,Celsius
2020-01-11 11:08:45,1011,3,depthDelta,meter
2020-01-11 11:08:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:10:00,5,159.5,depth,meter
2020-01-11 11:10:00,6,22.5,temperature,Celsius
2020-01-11 11:10:00,1011,3.75,depthDelta,meter
2020-01-11 11:10:00,1014,0.1,tempDelta,Celsius
2020-01-11 11:11:15,5,156.5,depth,meter
2020-01-11 11:11:15,6,22.6,temperature,Celsius
2020-01-11 11:11:15,1011,3.5,depthDelta,meter
2020-01-11 11:11:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:12:30,5,163,depth,meter
2020-01-11 11:12:30,6,22.5,temperature,Celsius
2020-01-11 11:12:30,1011,3.5,depthDelta,meter
2020-01-11 11:12:30,1014,0.1,tempDelta,Celsius
2020-01-11 11:13:45,5,163,depth,meter
2020-01-11 11:13:45,6,22.5,temperature,Celsius
2020-01-11 11:13:45,1011,3.5,depthDelta,meter
2020-01-11 11:13:45,1014,0.1,tempDelta,Celsius
2020-01-11 11:15:00,5,152.5,depth,meter
2020-01-11 11:15:00,6,22.6,temperature,Celsius
2020-01-11 11:15:00,1011,2.75,depthDelta,meter
2020-01-11 11:15:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:16:15,5,156.5,depth,meter
2020-01-11 11:16:15,6,22.6,temperature,Celsius
2020-01-11 11:16:15,1011,3.5,depthDelta,meter
2020-01-11 11:16:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:17:30,5,151,depth,meter
2020-01-11 11:17:30,6,22.6,temperature,Celsius
2020-01-11 11:17:30,1011,3,depthDelta,meter
2020-01-11 11:17:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:18:45,5,151,depth,meter
2020-01-11 11:18:45,6,22.6,temperature,Celsius
2020-01-11 11:18:45,1011,3,depthDelta,meter
2020-01-11 11:18:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:20:00,5,154,depth,meter
2020-01-11 11:20:00,6,22.6,temperature,Celsius
2020-01-11 11:20:00,1011,2.75,depthDelta,meter
2020-01-11 11:20:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:21:15,5,152.5,depth,meter
2020-01-11 11:21:15,6,22.6,temperature,Celsius
2020-01-11 11:21:15,1011,2.75,depthDelta,meter
2020-01-11 11:21:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:22:30,5,152.5,depth,meter
2020-01-11 11:22:30,6,22.6,temperature,Celsius
2020-01-11 11:22:30,1011,2.75,depthDelta,meter
2020-01-11 11:22:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:23:45,5,154,depth,meter
2020-01-11 11:23:45,6,22.6,temperature,Celsius
2020-01-11 11:23:45,1011,2.75,depthDelta,meter
2020-01-11 11:23:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:25:00,5,152.5,depth,meter
2020-01-11 11:25:00,6,22.6,temperature,Celsius
2020-01-11 11:25:00,1011,2.75,depthDelta,meter
2020-01-11 11:25:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:26:15,5,159.5,depth,meter
2020-01-11 11:26:15,6,22.5,temperature,Celsius
2020-01-11 11:26:15,1011,3.75,depthDelta,meter
2020-01-11 11:26:15,1014,0.1,tempDelta,Celsius
2020-01-11 11:27:30,5,159.5,depth,meter
2020-01-11 11:27:30,6,22.5,temperature,Celsius
2020-01-11 11:27:30,1011,3.75,depthDelta,meter
2020-01-11 11:27:30,1014,0.1,tempDelta,Celsius
2020-01-11 11:28:45,5,156.5,depth,meter
2020-01-11 11:28:45,6,22.5,temperature,Celsius
2020-01-11 11:28:45,1011,3.5,depthDelta,meter
2020-01-11 11:28:45,1014,0.1,tempDelta,Celsius
2020-01-11 11:30:00,5,156.5,depth,meter
2020-01-11 11:30:00,6,22.5,temperature,Celsius
2020-01-11 11:30:00,1011,3.5,depthDelta,meter
2020-01-11 11:30:00,1014,0.1,tempDelta,Celsius
2020-01-11 11:31:15,5,152.5,depth,meter
2020-01-11 11:31:15,6,22.6,temperature,Celsius
2020-01-11 11:31:15,1011,2.75,depthDelta,meter
2020-01-11 11:31:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:32:30,5,152.5,depth,meter
2020-01-11 11:32:30,6,22.6,temperature,Celsius
2020-01-11 11:32:30,1011,2.75,depthDelta,meter
2020-01-11 11:32:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:33:45,5,151,depth,meter
2020-01-11 11:33:45,6,22.6,temperature,Celsius
2020-01-11 11:33:45,1011,3,depthDelta,meter
2020-01-11 11:33:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:35:00,5,154,depth,meter
2020-01-11 11:35:00,6,22.6,temperature,Celsius
2020-01-11 11:35:00,1011,2.75,depthDelta,meter
2020-01-11 11:35:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:36:15,5,156.5,depth,meter
2020-01-11 11:36:15,6,22.5,temperature,Celsius
2020-01-11 11:36:15,1011,3.5,depthDelta,meter
2020-01-11 11:36:15,1014,0.1,tempDelta,Celsius
2020-01-11 11:37:30,5,156.5,depth,meter
2020-01-11 11:37:30,6,22.5,temperature,Celsius
2020-01-11 11:37:30,1011,3.5,depthDelta,meter
2020-01-11 11:37:30,1014,0.1,tempDelta,Celsius
2020-01-11 11:38:45,5,166,depth,meter
2020-01-11 11:38:45,6,22.5,temperature,Celsius
2020-01-11 11:38:45,1011,3.75,depthDelta,meter
2020-01-11 11:38:45,1014,0.1,tempDelta,Celsius
2020-01-11 11:40:00,5,156.5,depth,meter
2020-01-11 11:40:00,6,22.5,temperature,Celsius
2020-01-11 11:40:00,1011,3.5,depthDelta,meter
2020-01-11 11:40:00,1014,0.1,tempDelta,Celsius
2020-01-11 11:41:15,5,156.5,depth,meter
2020-01-11 11:41:15,6,22.5,temperature,Celsius
2020-01-11 11:41:15,1011,3.5,depthDelta,meter
2020-01-11 11:41:15,1014,0.1,tempDelta,Celsius
2020-01-11 11:42:30,5,151,depth,meter
2020-01-11 11:42:30,6,22.5,temperature,Celsius
2020-01-11 11:42:30,1011,3,depthDelta,meter
2020-01-11 11:42:30,1014,0.1,tempDelta,Celsius
2020-01-11 11:43:45,5,152.5,depth,meter
2020-01-11 11:43:45,6,22.5,temperature,Celsius
2020-01-11 11:43:45,1011,2.75,depthDelta,meter
2020-01-11 11:43:45,1014,0.1,tempDelta,Celsius
2020-01-11 11:45:00,5,149,depth,meter
2020-01-11 11:45:00,6,22.6,temperature,Celsius
2020-01-11 11:45:00,1011,2.75,depthDelta,meter
2020-01-11 11:45:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:46:15,5,154,depth,meter
2020-01-11 11:46:15,6,22.6,temperature,Celsius
2020-01-11 11:46:15,1011,2.75,depthDelta,meter
2020-01-11 11:46:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:47:30,5,151,depth,meter
2020-01-11 11:47:30,6,22.6,temperature,Celsius
2020-01-11 11:47:30,1011,3,depthDelta,meter
2020-01-11 11:47:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:48:45,5,151,depth,meter
2020-01-11 11:48:45,6,22.6,temperature,Celsius
2020-01-11 11:48:45,1011,3,depthDelta,meter
2020-01-11 11:48:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:50:00,5,149,depth,meter
2020-01-11 11:50:00,6,22.6,temperature,Celsius
2020-01-11 11:50:00,1011,2.75,depthDelta,meter
2020-01-11 11:50:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:51:15,5,149,depth,meter
2020-01-11 11:51:15,6,22.6,temperature,Celsius
2020-01-11 11:51:15,1011,2.75,depthDelta,meter
2020-01-11 11:51:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:52:30,5,152.5,depth,meter
2020-01-11 11:52:30,6,22.5,temperature,Celsius
2020-01-11 11:52:30,1011,2.75,depthDelta,meter
2020-01-11 11:52:30,1014,0.1,tempDelta,Celsius
2020-01-11 11:53:45,5,151,depth,meter
2020-01-11 11:53:45,6,22.6,temperature,Celsius
2020-01-11 11:53:45,1011,3,depthDelta,meter
2020-01-11 11:53:45,1014,0.05,tempDelta,Celsius
2020-01-11 11:55:00,5,149,depth,meter
2020-01-11 11:55:00,6,22.6,temperature,Celsius
2020-01-11 11:55:00,1011,2.75,depthDelta,meter
2020-01-11 11:55:00,1014,0.05,tempDelta,Celsius
2020-01-11 11:56:15,5,148,depth,meter
2020-01-11 11:56:15,6,22.6,temperature,Celsius
2020-01-11 11:56:15,1011,2.25,depthDelta,meter
2020-01-11 11:56:15,1014,0.05,tempDelta,Celsius
2020-01-11 11:57:30,5,149,depth,meter
2020-01-11 11:57:30,6,22.6,temperature,Celsius
2020-01-11 11:57:30,1011,2.75,depthDelta,meter
2020-01-11 11:57:30,1014,0.05,tempDelta,Celsius
2020-01-11 11:58:45,5,145,depth,meter
2020-01-11 11:58:45,6,22.6,temperature,Celsius
2020-01-11 11:58:45,1011,2.25,depthDelta,meter
2020-01-11 11:58:45,1014,0.05,tempDelta,Celsius
2020-01-11 12:00:00,2,38.875,longitude,degree
2020-01-11 12:00:00,3,22.35,latitude,degree
2020-01-11 12:00:00,5,147,depth,meter
2020-01-11 12:00:00,19,0.161641705000001,longitudeError,degree
2020-01-11 12:00:00,20,0.188026555,latitudeError,degree
2020-01-11 12:00:00,1011,3,depthDelta,meter
2020-01-11 12:01:15,5,148.5,depth,meter
2020-01-11 12:01:15,1011,2.75,depthDelta,meter
2020-01-11 12:02:30,5,145,depth,meter
2020-01-11 12:02:30,1011,2.75,depthDelta,meter
2020-01-11 12:03:45,5,150,depth,meter
2020-01-11 12:03:45,1011,2.75,depthDelta,meter
2020-01-11 12:05:00,5,155.5,depth,meter
2020-01-11 12:05:00,1011,3.75,depthDelta,meter
2020-01-11 12:06:15,5,150,depth,meter
2020-01-11 12:06:15,1011,2.75,depthDelta,meter
2020-01-11 12:07:30,5,148.5,depth,meter
2020-01-11 12:07:30,1011,2.75,depthDelta,meter
2020-01-11 12:08:45,5,148.5,depth,meter
2020-01-11 12:08:45,1011,2.75,depthDelta,meter
2020-01-11 12:10:00,5,147,depth,meter
2020-01-11 12:10:00,1011,3,depthDelta,meter
2020-01-11 12:11:15,5,145,depth,meter
2020-01-11 12:11:15,1011,2.75,depthDelta,meter
2020-01-11 12:12:30,5,147,depth,meter
2020-01-11 12:12:30,1011,3,depthDelta,meter
2020-01-11 12:13:45,5,148.5,depth,meter
2020-01-11 12:13:45,1011,2.75,depthDelta,meter
2020-01-11 12:15:00,5,147,depth,meter
2020-01-11 12:15:00,1011,3,depthDelta,meter
2020-01-11 12:16:15,5,145,depth,meter
2020-01-11 12:16:15,1011,2.75,depthDelta,meter
2020-01-11 12:17:30,5,147,depth,meter
2020-01-11 12:17:30,1011,3,depthDelta,meter
2020-01-11 12:18:45,5,147,depth,meter
2020-01-11 12:18:45,1011,3,depthDelta,meter
2020-01-11 12:20:00,5,145,depth,meter
2020-01-11 12:20:00,1011,2.75,depthDelta,meter
2020-01-11 12:21:15,5,152.5,depth,meter
2020-01-11 12:21:15,1011,3.5,depthDelta,meter
2020-01-11 12:22:30,5,147,depth,meter
2020-01-11 12:22:30,1011,3,depthDelta,meter
2020-01-11 12:23:45,5,150,depth,meter
2020-01-11 12:23:45,1011,2.75,depthDelta,meter
2020-01-11 12:25:00,5,150,depth,meter
2020-01-11 12:25:00,1011,2.75,depthDelta,meter
2020-01-11 12:26:15,5,147,depth,meter
